pathway	pval	padj	log2err	ES	NES	size	leadingEdge	adjPvalue
HALLMARK_MYOGENESIS	0.0123094920176761	0.0439624714917004	0.380730400722792	0.358514172096957	1.46007292092871	132	AKT2 FOXO4 SORBS1 AK1 SLC6A8 BAG1 FKBP1B GABARAPL2 KCNH2 MYL4 ACHE LDB3 PC CD36 MYL6B CRAT GADD45B RB1 SIRT2 RIT1 ITGA7 HDAC5 HBEGF COL6A3 KLF5 FGF2 ACSL1 FHL1 TGFB1 PDLIM7 MEF2D IFRD1 PPFIA4 GSN CLU CDKN1A TSC2 SPARC BHLHE40 SVIL SMTN ATP6AP1 MYBPC3 APP DAPK2 ITGB5 SPHK1 ITGB4 MYH9 CNN3 GAA ATP2A1	significant
HALLMARK_COAGULATION	0.0387984981226533	0.098159509202454	0.257206466468838	0.369985291426135	1.42310440098937	87	FURIN CTSE CTSB ISCU CAPN5 GNB2 ARF4 SIRT2 SERPINB2 ADAM9 FBN1 ITGB3 MAFF GP1BA F12 P2RY1 GP9 PLEK GSN CLU RAC1 SPARC CASP9 PEF1 PROS1 MMP9 THBS1 C1R SH2B2 PLAU MMP8 TIMP1 ITGA2 CPQ VWF MMP1 WDR1 MST1 PF4 A2M	significant
HALLMARK_P53_PATHWAY	0.0171389575437779	0.0537412103050227	0.352487857583619	0.340042677813654	1.42123716298247	179	FBXW7 HEXIM1 GADD45A MXD4 STOM AK1 MKNK2 RXRA FOXO3 STEAP3 RAD51C ISCU RPS12 NOL8 CCP110 BLCAP PPP1R15A MDM2 RALGDS RB1 DNTTIP2 CCNG1 BMP2 PLK2 ATF3 IER5 PLK3 DDIT3 ABHD4 JUN IER3 HBEGF SLC3A2 CCNK SAT1 FOS RAP2B RGS16 TAX1BP3 TGFB1 PPM1D KLF4 PTPRE CTSD ABCC5 PTPN14 TOB1 CDKN1A SLC7A11 HSPA4L F2R BTG1 ZBTB16 RNF19B DDIT4 APP FUCA1 SPHK1 TSPYL2 NINJ1 FGF13 ITGB4 CGRRF1 CD82 CCND3 SERTAD3 ALOX15B IP6K2 RCHY1 AEN TCN2 SOCS1 TM4SF1	significant
HALLMARK_ADIPOGENESIS	0.0171971872976073	0.0537412103050227	0.352487857583619	0.340710659455052	1.41592210349244	173	UBQLN1 ITSN1 GADD45A SLC1A5 SORBS1 STOM ARAF UQCR11 RNF11 FAH BCL2L13 CAT GHITM ELOVL6 NDUFA5 TALDO1 CDKN2C TANK UCP2 ARL4A RIOK3 RMDN3 CMPK1 UBC CD36 CRAT ACO2 PPP1R15B GPX4 IDH3G PFKFB3 BCL6 ITGA7 PTGER3 COX7B AGPAT3 PIM3 CMBL MAP4K3 GRPEL1 ADIPOR2 SOD1 ATL2 COX6A1	significant
HALLMARK_PROTEIN_SECRETION	0.0392638036809816	0.098159509202454	0.252961123069611	0.364078136977166	1.41414725577647	91	NAPA ATP7A ARF1 STAM AP2S1 AP2B1 TSG101 AP2M1 YIPF6 GNAS RAB5A MAPK1 SGMS1 CLCN3 VAMP7 ANP32E GOLGA4 ERGIC3 NAPG COPE ICA1 SOD1 KIF1B SEC22B STX16 GLA TOM1L1 ABCA1	significant
HALLMARK_DNA_REPAIR	0.0289017341040462	0.0850051003060184	0.287857117255149	0.339746850348714	1.38889211272149	145	PNP POLA1 DCTN4 BCAM NME4 POLL VPS28 GUK1 AK1 POLR1D TSG101 RBX1 DDB1 POLR3C MPC2 POLR2J ARL6IP1 CETN2 TAF10 EIF1B POLD4 CMPK2 PRIM1 ERCC2 GPX4 NELFE NT5C3A TAF13 SUPT5H SUPT4H1 SDCBP ELL POLR2I	significant
HALLMARK_MTORC1_SIGNALING	0.0359550561797753	0.098159509202454	0.252961123069611	0.322016828370957	1.35520733757914	192	ATP6V1D PNP SLC2A1 TFRC SLC1A5 BUB1 SLC7A5 MAP2K3 ELOVL6 TCEA1 AURKA GMPS GCLC PDAP1 MCM4 UBE2D3 TUBG1 CTH HMBS RRM2 ETF1 PPP1R15A NFKBIB G6PD TM7SF2 SQSTM1 IDI1 TXNRD1 CCNG1 GSR MTHFD2L CDC25A RIT1 DDIT3 RAB1A ADIPOR2 NFIL3 EIF2S2 PLOD2 LDLR TUBA4A SLC2A3 MLLT11 PRDX1 GLA IFRD1 FADS2 MCM2 GAPDH RDH11 HSPA5 CDKN1A SLC7A11 NAMPT	significant
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0484988452655889	0.115473441108545	0.219250346703755	0.3301679304359	1.35097077381848	146	AMFR AFF1 PLK4 BAG1 SLC7A5 RBBP8 TOP2A CHPT1 CDH1 FDFT1 SLC16A1 BLVRB STIL MYB SIAH2 CA2 LTF CDC6 ZFP36 NXT1 PTGER3 PPIF RAPGEFL1 FOS BTG3 KIF20A PRKAR2B GLA JAK2 KLF4 ID2 KCNK5 TOB1 HSPA4L SEMA3B SLC27A2 HPRT1 UNC13B SLC24A3 DHCR7 IL6ST DUSP2	non-significant
HALLMARK_XENOBIOTIC_METABOLISM	0.0520833333333333	0.118371212121212	0.211400189384923	0.327597960204645	1.33847501926958	144	PINK1 SLC1A5 ACP1 FAH CAT LPIN2 MAN1A1 BLVRB GCLC ENTPD5 GCNT2 SMOX CA2 MT2A ARG1 PC PTGES3 GABARAPL1 CD36 CYB5A SAR1B TPST1 IL1R1 ACO2 MAOA RAP1GAP SERTAD1 GSR COMT HES6 DHPS	non-significant
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0958904109589041	0.208457415128052	0.151148761385484	0.309649292545279	1.27532091765541	152	AMFR SLC2A1 AFF1 BAG1 SLC7A5 RBBP8 CHPT1 TGM2 FDFT1 SLC16A1 BLVRB MED13L MYB SIAH2 FHL2 TTC39A RHOBTB3 DLC1 ENDOD1 KAZN RRP12 NXT1 KDM4B PMAIP1 PPIF RAPGEFL1 FOS KLF10 ELF1 GLA UGCG JAK2 KLF4 CANT1 KCNK5 TOB1 SEMA3B SLC27A2 BHLHE40 SLC24A3 DHCR7 IL6ST SVIL B4GALT1 GAB2 TIPARP ZNF185 FKBP5 WWC1 HES1	non-significant
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.102923976608187	0.214424951267057	0.147331213699377	0.309557107841559	1.25867974416031	138	GADD45A CD59 SLC6A8 TGM2 TPM1 GADD45B PTX3 INHBA JUN LOXL1 COL6A3 ACTA2 FBN1 PLOD2 TNFAIP3 SAT1 ITGB3 PLAUR FGF2 CALD1 TGFB1 CXCL8 VEGFC COL7A1 VEGFA ID2 SPARC TPM4 MYL9 SDC4 PLOD1 IGFBP2 LOX QSOX1 FSTL3 THBS1 FUCA1 ITGB5 ECM1 LAMC1 RHOB CALU ANPEP TIMP1 ITGA2 BASP1 NID2 DAB2 MMP1 SERPINE2 EDIL3 AREG COPA FSTL1 EFEMP2 MYLK IL6	non-significant
HALLMARK_INFLAMMATORY_RESPONSE	0.124429223744292	0.248858447488585	0.130777137971974	0.297425375618405	1.22798166859662	163	FZD5 ICAM4 CD55 SLC7A1 CCRL2 IL1R1 ADM INHBA CSF1 IL18 NFKBIA ICAM1 RIPK2 KLF6 CHST2 HBEGF IL15RA EREG CD69 LDLR ITGB3 PLAUR TLR2 KIF1B RGS16 GP1BA CSF3R CXCL8 GNA15 ATP2C1 RELA HIF1A ABCA1 AHR PTPRE SCN1B RGS1 CDKN1A SLC31A1 NAMPT OSM IL18RAP IL1B NLRP3 IRF1 CCL20 KCNJ2 SPHK1 TIMP1 CD82 CCL5 NOD2 ABI1 AQP9 IL4R IL6 TLR1 PROK2 ADRM1 BTG2 TNFSF9 RNF144B PTGER4 FFAR2 CLEC5A RAF1 IRF7 ADORA2B RHOG TPBG FPR1 MXD1 SCARF1 PIK3R5 PDE4B SERPINE1	non-significant
HALLMARK_APICAL_SURFACE	0.200886262924668	0.372011598008644	0.115240003147781	0.381089553660877	1.22389182229238	32	HSPB1 BRCA1 AKAP7 SLC2A4 ADIPOR2 PLAUR FLOT2 MAL B4GALT1 APP	non-significant
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.167315175097276	0.321759952110147	0.118815039412263	0.329115266615728	1.21989246875418	69	ATXN2 LGALS3 FDFT1 PNRC1 STX5 TM7SF2 IDI1 ATF5 ATF3 NFIL3 LDLR PLAUR FADS2 CHKA JAG1 CLU SEMA3B TP53INP1 DHCR7	non-significant
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.212608158220025	0.379657425392901	0.10027910675413	0.300214011584224	1.16515655224729	93	SLC2A1 AKT1S1 ARF1 ECSIT MKNK2 AP2M1 MAP2K3 MAPK1 UBE2D3 NFKBIB CDK1 SQSTM1 RIT1 DDIT3 MKNK1 PTEN E2F1 CSNK2B PTPN11 MAPK8 ARHGDIA CDKN1A TSC2 RAC1 PLA2G12A CALR ITPR2 ACTR3 EIF4E	non-significant
HALLMARK_KRAS_SIGNALING_UP	0.269495412844037	0.464647263524201	0.0824344091527096	0.270565424244763	1.11334941963018	153	AKT2 BPGM TMEM158 IGF2 ANKH GYPC USP12 TSPAN7 RABGAP1L SDCCAG8 PLVAP CA2 PLEK2 PPP1R15A ARG1 TRIB1 PCSK1N BMP2 GADD45G INHBA RELN TOR1AIP2 HBEGF MTMR10 EREG CDADC1 TFPI ZNF639 TNFAIP3 PLAUR RGS16 MALL KLF4 G0S2 SCN1B ID2 F13A1 SEMA3B IL1B MMP9 CCL20 RETN PPBP FUCA1 PLAU ALDH1A2 ITGA2 YRDC CSF2RA	non-significant
HALLMARK_TGF_BETA_SIGNALING	0.296961325966851	0.489830887283022	0.0873098257637931	0.315846079514632	1.11153484834508	53	FURIN PPM1A LTBP2 CDH1 UBE2D3 PPP1R15A BMP2 JUNB ID1 KLF10 TGFB1 FKBP1A ARID4B SMAD1 ID2 CDK9	non-significant
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.314028314028314	0.490669240669241	0.080419996876154	0.291716943143347	1.09728355538012	74	PIM1 CD36 LEPR IL1R1 SOCS3 CSF1 TNF JUN IL15RA ITGB3 TLR2 MAP3K8 TGFB1 PTPN11 CSF3R IL1R2 IL1B TNFRSF21 IL6ST IRF1 ACVRL1 PDGFC CSF2RA SOCS1 TYK2 PF4 A2M IL4R IL6 STAT3 CXCL3 CD9 LTBR TNFRSF12A PIK3R5	non-significant
HALLMARK_APICAL_JUNCTION	0.303695150115473	0.489830887283022	0.0764767053228531	0.267625253290591	1.09506061068384	146	AKT2 CDK8 MYH10 KCNH2 CDH1 TIAL1 PCDH1 ICAM4 TUBG1 CTNNA1 CRAT TSC1 RSU1 ICAM1 ADAM9 FBN1 ACTN1 PTEN ITGA9 MAPK14 NEXN DLG1 CLDN15 PTK2 VCL FSCN1 MYL9 YWHAH LAMB3 B4GALT1 MMP9 ACTB ZYX CLDN9 RASA1 ADAM15 ITGB4 MYH9 STX4 PBX2 ITGA2 VWF THBS3 CD99 ALOX15B PIK3CB JAM3 IKBKG SKAP2	non-significant
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.584650112866817	0.828033916269211	0.0440640346597561	0.225683401144847	0.945511185373337	184	ATP6V1D MTRF1 COX6B1 PDHX OAT UQCR11 ATP6V0C CYB5R3 RHOT1 OPA1 NDUFA5 ISCU MFN2 ISCA1 UQCRB CYB5A NDUFA2 COX7A2L NDUFS4 ACO2 GPX4 IDH3G VDAC2 HCCS NDUFA3 ATP6V1F COX7B CYCS ETFA UQCRH GRPEL1 COX6A1 SDHB ATP6V0B HTRA2 SURF1 MRPS15 MAOB NDUFA4 SLC25A6 ATP1B1	non-significant
HALLMARK_ANDROGEN_RESPONSE	0.604738154613466	0.828033916269211	0.0470699590082662	0.240384207422868	0.924887395318303	86	NCOA4 ELL2 ANKH PA2G4 ABCC4 PTK2B CENPN VAPA IDI1 GSR RRP12 RAB4A ZBTB10 UBE2J1 ACTN1 SAT1 DNAJB9 HPGD TMEM50A ELK4 LIFR B4GALT1 PIAS1 HMGCS1 FKBP5 CDC14B HOMER2 CCND3	non-significant
HALLMARK_GLYCOLYSIS	0.643835616438356	0.847152126892574	0.0401660980049421	0.222353838149529	0.919011332111944	169	HDLBP ABCB6 LHPP AURKA TALDO1 GCLC CAPN5 MXI1 ECD NDUFV3 DEPDC1 CTH HMMR TXN PAXIP1 PC CYB5A CDK1 G6PD TPST1 B4GALT7 IRS2 CENPA IER3 EXT1 CHST2 SOD1 PLOD2 PYGL PFKFB1 KIF20A SAP30 DSC2 PPFIA4 HSPA5 VEGFA P4HA2 PLOD1 QSOX1 B4GALT1 DDIT4 PKP2 CLDN9 CITED2	non-significant
HALLMARK_MYC_TARGETS_V1	0.686516853932584	0.859375	0.0364548541965309	0.213893092998207	0.900168759984011	192	EIF3J HDGF GSPT1 ACP1 ODC1 RAD23B TFDP1 PA2G4 EIF3B PCBP1 MCM4 XPO1 ETF1 CCT2 PTGES3 SF3A1 CCNA2 PSMD1 VBP1 USP1 DEK KPNA2 EIF1AX SRPK1 SMARCC1 PABPC1 TXNL4A TCP1 SERBP1 DDX21 CNBP EIF2S2 UBA2 RFC4 RRM1 IFRD1 MCM2 FAM120A C1QBP TRA2B MRPL23 CLNS1A HPRT1 HSP90AB1 PSMD7 TYMS YWHAE RPS10 EIF4E RNPS1 HNRNPA2B1 HDAC2 PSMD8 MCM5	non-significant
HALLMARK_UV_RESPONSE_DN	0.764361078546307	0.90995366493608	0.0333826959919392	0.209352627337954	0.84122908653452	119	NIPBL CDC42BPA RXRA FHL2 SLC7A1 DYRK1A DLC1 AGGF1 SCAF8 PRDM2 ICA1 DUSP1 NEK7 LTBP1 TFPI LDLR PTEN ID1 ITGB3 PHF3 SPOP MAPK14 DLG1 PRKAR2B ATP2C1 NFIB MGLL BHLHE40 SYNE1 PLCB4 CITED2 LAMC1 DDAH1	non-significant
HALLMARK_NOTCH_SIGNALING	0.72106824925816	0.879351523485561	0.0469758727821845	0.257347621733579	0.811802794529621	29	RBX1 FZD5 SKP1	non-significant
HALLMARK_FATTY_ACID_METABOLISM	0.836405529953917	0.953188602442334	0.0280810636309052	0.196046404599226	0.798663954383046	133	UROD UROS GLUL ODC1 AUH ALAD CPOX PRDX6 CA2 GABARAPL1 CD36 CRAT ACO2 MAOA IDI1 IDH3G HCCS SERINC1 ACSM3 ADIPOR2 HSDL2 ACSL1 TP53INP2 CA4 PTS HPGD RDH11 G0S2	non-significant
HALLMARK_COMPLEMENT	0.888	0.973572735149706	0.0244973552519294	0.189208543839333	0.783877612585558	171	USP15 CD59 PIM1 LGALS3 CTSB CA2 LTF CD55 BRPF3 CD36 GNB2 EHD1 USP14 SERPINB2 DUSP5 ADAM9 CR1 CEBPB TNFAIP3 VCPIP1 MAFF PLAUR IRF2 GP1BA JAK2 GP9 HSPA5 PLEK CTSD CLU CALM3 CASP9 ITGAM IRF1 CDA C1R S100A12 GCA MMP8 PRKCD S100A9 STX4 USP8 TIMP1 CPQ	non-significant
HALLMARK_IL2_STAT5_SIGNALING	0.915158371040724	0.973572735149706	0.0222267787552589	0.183799384252262	0.767519280305003	180	FURIN PNP SLC1A5 GATA1 BCL2L1 ODC1 FAH PIM1 TGM2 ARL4A RABGAP1L CA2 CDC6 GABARAPL1 GADD45B MAPKAPK2 BMP2 CSF1 GPX4 KLF6 NFKBIZ NFIL3 TWSG1 MAFF SLC2A3 MAP3K8 RGS16 ST3GAL4 HUWE1 CD83 AHR IL1R2 CKAP4 CCNE1 BHLHE40 TNFRSF21 GSTO1 SLC39A8 SELP	non-significant
HALLMARK_KRAS_SIGNALING_DN	0.906015037593985	0.973572735149706	0.0282923737721474	0.186574036540679	0.718138666304805	89	BARD1 C5 KRT1 ASB7 RSAD2 PDK2 KLHDC8A FGGY SERPINB2 TG CHST2 NR4A2 GP1BA IFNG THRB IGFBP2 ZBTB16 RYR2 IFI44L EGF KCND1 SNN	non-significant
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.951792336217552	0.988480498582412	0.0249900772245545	0.174872772094113	0.67869635777456	93	GMPR IFI27 SAMD9 NCOA7 CMPK2 CCRL2 RSAD2 NUB1 CSF1 PNPT1 RIPK2	non-significant
HALLMARK_BILE_ACID_METABOLISM	0.968710888610764	0.988480498582412	0.0247086313801197	0.167415200734246	0.641363271649731	83	CAT RXRA OPTN GCLM KLF1 PNPLA8 PRDX5 IDI1 SOD1 ACSL1 HSD3B7 FADS2 ABCA1 GSTK1 SLC27A2	non-significant
HALLMARK_HEDGEHOG_SIGNALING	1	1	0.0333826959919392	0.152426865190641	0.471743080316409	27	ACHE ETS2 TLE3 VEGFA SLIT1 RASA1 MYH9 OPHN1	non-significant
HALLMARK_ANGIOGENESIS	0.838805970149254	0.953188602442334	0.0730744399126987	-0.21179182375627	-0.733182425461491	24	CCND2 ITGAV JAG2 VAV2 COL5A2	non-significant
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.6875	0.859375	0.158514105424824	-0.171707373209498	-0.915487523770036	192	NUP93 ITGB7 TRIM14 SLAMF7 CIITA SPPL2A STAT4 NCOA3 ST3GAL5 LYSMD2 TRIM26 P2RY14 APOL6 RAPGEF6 GBP4 IRF4 TAP1 IL18BP SAMHD1 PSMB10 SSPN KLRK1 CD40 CFH RIPK1 IFNAR2 IL15 PSMB9 RNF31 CASP7 NOD1 IDO1 PSME2 IL7 IL2RB PARP14 IL10RA ST8SIA4 STAT2 RTP4 IRF8 STAT1 PSMA3 CD86 PARP12 AUTS2 HERC6 TRIM21 PTPN2 PSMA2 GZMA IFI35 MYD88 SAMD9L OGFR TRAFD1 ARID5B VAMP8 ISOC1 PFKP ISG20 PTGS2 CMKLR1 PTPN6 DHX58 DDX60 FGL2 TDRD7 TNFSF10 HLA-DMA OAS2 CD74 IFIT1 NLRC5 IRF5 BANK1	non-significant
HALLMARK_PEROXISOME	0.612745098039216	0.828033916269211	0.120985142145252	-0.201432641240417	-0.94286617387602	89	ECI2 PEX11B ABCB1 ACSL5 PEX13 RETSAT ABCD3 ABCD2 PEX11A SLC25A4 VPS4B GNPAT ITGB1BP1 PEX2 SLC23A2 ABCB4 ERCC3 FDPS ALDH9A1 MLYCD NUDT19	non-significant
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.377906976744186	0.566476590636255	0.173747838999571	-0.214195443697453	-1.03524203254396	103	DKC1 TTC37 SRPRB GEMIN4 CXXC1 IMP3 NOP56 WFS1 EDEM1 ALDH18A1 PREB SDAD1 SPCS3 POP4 EXOSC10 HYOU1 EXOSC2 NOLC1 SSR1 EXOC2 CEBPG	non-significant
HALLMARK_PANCREAS_BETA_CELLS	0.385204081632653	0.566476590636255	0.108394255853397	-0.34636106969797	-1.04702271501654	15	AKT3 SRPRB FOXO1 DPP4 SPCS1 ELP4	non-significant
