pathway	pval	padj	log2err	ES	NES	size	leadingEdge	adjPvalue
HALLMARK_APICAL_JUNCTION	0.0382262996941896	0.0502977627555126	0.287857117255149	-0.27076749635858	-1.32213155647278	147	MSN MYL12B CD86 GNAI2 CNN2 ACTN4 CAP1 PFN1 ZYX RAC2 B4GALT1 CTNNA1 ACTB PTEN ADAM9 PECAM1 TGFBI SIRPA SHC1 ACTG1 ICAM1 GTF2F1 VASP SYK MYH10 CRB3 PTPRC MYH9 LAYN HADH CRAT CD34 CLDN9 KCNH2 ARPC2 CDH1 ITGA9 SKAP2 LAMB3 MDK RSU1 INSIG1 RRAS NF2 MAPK13 ACTN1 TJP1 ITGB1 ICAM4 CERCAM MPZL2 TUBG1 DSC1 PBX2 SDC3 ALOX15B SGCE FSCN1 YWHAH NEGR1 ARHGEF6 ITGB4 VCAN LIMA1 CD99 CDH4 PCDH1 CADM2 SRC VAV2 RHOF	significant
HALLMARK_ANGIOGENESIS	0.105633802816901	0.128821710752319	0.181383128498408	-0.393997856185584	-1.32425069670178	24	S100A4 THBD TNFRSF21 LPL APP NRP1 TIMP1 VCAN FSTL1 VAV2 VEGFA CCND2	non-significant
HALLMARK_NOTCH_SIGNALING	0.0849220103986135	0.106152512998267	0.20207170902116	-0.390035905951666	-1.37167627283737	29	PSENEN APH1A FBXW11 FZD1 HES1 SAP30	non-significant
HALLMARK_GLYCOLYSIS	0.00269011066878469	0.00395604510115396	0.431707695803346	-0.313967358734903	-1.56667431570192	171	PGAM1 ENO1 ALDOA TPI1 MIF PRPS1 MDH2 HSPA5 LDHA CD44 PGK1 ARPP19 IL13RA1 TXN DSC2 B4GALT1 UGP2 PPIA CXCR4 ME2 PSMC4 RRAGD TGFBI TKTL1 CITED2 SDC2 DDIT4 PLOD1 GOT1 LHPP SOD1 P4HA2 SAP30 HDLBP SLC16A3 HS2ST1 IER3 TALDO1 GNPDA1 CLDN9 IRS2 EFNA3 GOT2 PGLS PGM2 CTH PYGL G6PD HK2 STMN1 GCLC ALDH9A1 P4HA1 GPC4 AURKA GUSB MXI1 IGFBP3 NT5E GNE SLC25A10 B4GALT2	significant
HALLMARK_APICAL_SURFACE	0.0323465650506095	0.0437115743927155	0.321775918075361	-0.433499391427884	-1.56976334912867	32	LYN IL2RB B4GALT1 IL2RG NCOA6 FLOT2 PLAUR BRCA1 LYPD3 ADIPOR2 SCUBE1 NTNG1 ADAM10 HSPB1 GAS1 APP SLC2A4 MAL CD160 SULF2	significant
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.00557863276254707	0.00774810105909315	0.407017918923954	-0.354400275186329	-1.60391948094169	94	CD74 IFI30 PSME1 RIPK2 IFITM2 UBE2L6 SELL IFITM1 ELF1 CXCL10 USP18 IRF2 PROCR IFITM3 BATF2 IFIT3 TXNIP LAP3 IFIT2 RSAD2 LAMP3 ADAR PSMB8 B2M	significant
HALLMARK_XENOBIOTIC_METABOLISM	0.0013564198261022	0.00211940597828468	0.45505986738723	-0.331204804916856	-1.61933351388372	146	TMBIM6 HPRT1 HMOX1 FBP1 UGDH GSR ARPP19 CES1 AKR1C3 DHRS7 PGD AQP9 ETS2 ECH1 CYP2S1 ALDH2 ELOVL5 SPINT2 SERTAD1 ID2 ACO2 SSR3 CAT GSTO1 CBR1 EPHX1 PTGES3 NINJ1 MPP2 DCXR NQO1 ACP1 AHCY BCAT1 GABARAPL1 SHMT2 PTGES MAN1A1 TMEM97 VNN1 HES6 IL1R1 IRF8 PAPSS2 POR ADH5 ENTPD5 ACOX1 GCLC ALDH9A1 SAR1B COMT SLC6A6 CDA BLVRB	significant
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.000186843923457689	0.000346007265662387	0.518848077743792	-0.352226379524605	-1.73037569794137	153	CD44 MICB DHCR7 SLC39A6 B4GALT1 ABHD2 ELF1 TOB1 FOS KLF10 SLC27A2 ALDH3B1 DYNLT3 SLC1A4 NRIP1 ELOVL5 HES1 AREG TTC39A RARA ARL3 KLF4 DLC1 BHLHE40 RBBP8 AFF1 OPN3 NXT1 TUBB2B FDFT1 PMAIP1 ANXA9 CHPT1 PTGES XBP1 CANT1 UGCG ADD3 TIPARP PAPSS2 OLFM1 REEP1 RAB31 MED13L GAB2 SYBU SLC16A1 ISG20L2 NCOR2 BLVRB MYC TGM2 ITPK1 SLC9A3R1 MAPT RHOBTB3 AMFR SLC24A3 PRSS23 FOXC1 GLA PPIF SLC2A1 FKBP4	significant
HALLMARK_COAGULATION	0.00104345816371868	0.00168299703825594	0.45505986738723	-0.382997440330676	-1.73329856704024	91	ARF4 LAMP2 PLEK RAC1 SERPINA1 MAFF PEF1 ADAM9 PECAM1 FN1 C1QA GNB2 MMP1 SERPING1 CTSE HTRA1 ISCU ANXA1 DUSP6 WDR1 CTSB MMP15 SIRT2 MSRB2 CTSO LRP1 THBD SERPINB2 CFD PROC LGMN GSN F3 DUSP14 CASP9 PLAU PROS1 CTSH PRSS23 SH2B2 CAPN5 FURIN TIMP1 CD9 THBS1 MMP14 TIMP3 ITGB3 CPQ SERPINE1 C1R RABIF	significant
HALLMARK_E2F_TARGETS	7.6352096251695e-05	0.000159066867191031	0.538434096309916	-0.3408231919174	-1.73867604930712	195	KPNA2 DCLRE1B RAD21 XRCC6 PRPS1 SNRPB PRDX4 SLBP TUBB NAA38 CTCF ANP32E RAN POP7 NUDT21 PCNA MCM4 USP1 KIF18B LBR NOLC1 KIF2C CDC20 LYAR PPM1D MTHFD2 DEK PPP1R8 BUB1B KIF4A CDKN1B RFC1 LMNB1 RPA3 CHEK1 UBR7 NME1 HMGB2 RANBP1 IPO7 CKS1B SMC3 ASF1A SSRP1 DSCC1 BRCA1 HMGB3 CCNB2 RBBP7 NBN MCM6 HMGA1 EIF2S1 PHF5A MYBL2 PAICS DCK CCP110 NUP153 TFRC MKI67 E2F8 STMN1 DIAPH3 PLK4 PA2G4 CDK4 GSPT1 RFC2 CDCA3 POLD2 AURKA UBE2S TOP2A BARD1 TMPO SMC4 CENPE ATAD2 MYC BRCA2 CKS2 UBE2T DLGAP5 RRM2 TK1 CDKN2C TUBG1 TP53 DCTPP1 MCM2 TCF19 CDCA8 SPC24 PSIP1 NCAPD2 NAP1L1 RPA2	significant
HALLMARK_TGF_BETA_SIGNALING	0.00224526100249412	0.00340191060983957	0.431707695803346	-0.426379442862925	-1.74308998575137	54	RHOA PPP1CA FKBP1A BMPR2 KLF10 UBE2D3 JUNB ID2 CDKN1C HIPK2 IFNGR2 LTBP2 TGFB1 ID1 PPP1R15A XIAP CDH1 ENG RAB31 PPM1A HDAC1 ID3 NCOR2 SKIL SKI TJP1 PMEPA1 TGFBR1 FURIN BCAR3 SMAD7	significant
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.000543685632872542	0.000906142721454237	0.477270815362862	-0.358826553143206	-1.74769008952785	138	EMP3 CAPG PPIB VIM JUN COL8A2 CD44 LGALS1 COPA CXCL8 TGFBI FN1 PTX3 ID2 FUCA1 AREG MMP1 PLOD1 MATN2 GADD45B HTRA1 LOX PLAUR TNFAIP3 INHBA WIPF1 BASP1 RHOB TGFB1 FBN2 LOXL1 NID2 LRP1 CALU FBLN5 CD59 GEM FERMT2 SNTB1 ANPEP IGFBP3 NT5E NOTCH2 FLNA CDH2 GAS1 GPX7 TGM2 TPM4 MAGEE1 EDIL3 ITGB1 FBLN2 CXCL1 PMEPA1 QSOX1 IL32 SAT1 GADD45A TIMP1 VCAN SLC6A8 THBS1 MMP14 FSTL1 TIMP3 ITGB3 CALD1 VEGFA TPM1 SERPINE1	significant
HALLMARK_DNA_REPAIR	0.000326463549044888	0.000562868188008428	0.49849310876659	-0.360880009756502	-1.75649455973045	145	SUPT4H1 EDF1 POLR2K ADRM1 HPRT1 DGUOK SDCBP TAF12 TMED2 GTF2A2 SEC61A1 TAF10 NUDT21 PCNA MPG POLR2G TAF13 MPC2 TAF9 BCAM POLR2C POLR2J POLR2E IMPDH2 DAD1 POLR2A RRM2B CLP1 BCAP31 RPA3 FEN1 GTF2F1 NME1 NME4 DCTN4 RFC5 SSRP1 ALYREF TSG101 GPX4 POLR1D GTF2B PDE4B GTF2H3 RFC4 GMPR2 ARL6IP1 CANT1 VPS37B MRPL40 DDB1 POLR3GL PDE6G	significant
HALLMARK_PANCREAS_BETA_CELLS	0.00554200032777139	0.00774810105909315	0.407017918923954	-0.615775933677807	-1.79494631631441	15	SRP9 SRP14 MAFB LMO2 SPCS1	significant
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.000205187346614363	0.000366405976097078	0.518848077743792	-0.398854219941665	-1.8060096605554	93	ACTR2 GRB2 ARPC3 CLTC CALR PFN1 DUSP3 PPP1CA RAC1 PRKAR2A CFL1 CAB39 YWHAB HSP90B1 CXCR4 IL2RG PTPN11 RALB PTEN ARHGDIA RIT1 UBE2D3 CDKN1B CAB39L MAPK1 CSNK2B PRKAG1 NFKBIB ARF1 UBE2N ATF1 TBK1 AP2M1 PRKCB ACTR3 RPS6KA3	significant
HALLMARK_P53_PATHWAY	1.69430380819302e-05	4.03405668617386e-05	0.575610261071129	-0.365023734767376	-1.83053670004829	179	S100A10 IFI30 CEBPA HMOX1 GM2A VAMP8 ST14 S100A4 RPL36 SP1 JUN CCNG1 CTSD SEC61A1 RPL18 TCN2 PCNA SERTAD3 HINT1 NUDT15 TOB1 FOS CD81 PROCR TRIAP1 PPM1D BTG2 CCNK FUCA1 DNTTIP2 CD82 DDIT4 TXNIP EPHX1 EI24 KLF4 CDKN2AIP SLC3A2 RB1 NINJ1 DCXR IER5 ISCU ZFP36L1 DRAM1 IER3 RXRA LDHB ATF3 HBEGF HEXIM1 TGFB1 TP63 PPP1R15A EPS8L2 CCP110 MAPKAPK3 MXD1 STOM TM7SF3 RPS12 POM121 RNF19B DDIT3 SLC7A11	significant
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.00013413549239965	0.000257952869999327	0.518848077743792	-0.403012828325655	-1.86016817454393	103	SERP1 PDIA6 ATP6V0D1 EIF4EBP1 CALR DNAJC3 HSPA5 NPM1 SSR1 RPS14 NHP2 KHSRP DNAJB9 HSP90B1 NOLC1 LSM1 YWHAZ SPCS1 LSM4 EEF2 SLC1A4 MTHFD2 HSPA9 POP4 SHC1 KIF5B DDIT4 CEBPB CKS1B SPCS3 EIF4A3 IMP3 SEC11A EIF4A1 EIF2S1 XBP1 ATF3 EIF4G1 WIPI1 BANF1 SDAD1 HYOU1 IFIT1 SLC30A5 PAIP1 BAG3	significant
HALLMARK_UV_RESPONSE_UP	1.30910246916384e-05	3.2727561729096e-05	0.593325476396405	-0.392990627064923	-1.89143583095408	132	RPN1 ALDOA TMBIM6 PPT1 HMOX1 ATP6V1F EIF2S3 POLE3 PRKACA LYN DDX21 DNAJA1 FOSB FOS SOD2 HSPA13 PSMC3 KLHDC3 BTG2 JUNB MRPL23 PDAP1 DNAJB1 BCL2L11 ICAM1 NFKBIA FEN1 CDC5L RAB27A MARK2 CDKN1C EPHX1 BID CREG1 MGAT1 CLTB GRPEL1 RFC4 STIP1 ATF3 SPR ARRB2 RHOB EIF5 KCNH2 AP2S1 OLFM1 HSPA2 TFRC	significant
HALLMARK_G2M_CHECKPOINT	1.79443110536002e-06	5.60759720425007e-06	0.643551836150722	-0.377727368074476	-1.90692563169676	187	KPNA2 RAD21 CTCF ATF5 NCL HMGN2 EXO1 MARCKS LBR NOLC1 KIF2C NUP50 CDC20 CDC6 BCL3 KIF23 KIF4A FOXN3 POLQ CDKN1B RAD23B LMNB1 KIF5B CHEK1 NEK2 BUB1 PBK HSPA8 DR1 CKS1B SMC2 HIF1A DMD TROAP CBX1 STIL KPNB1 SAP30 KIF15 NDC80 HMGB3 CCNB2 MCM6 HMGA1 FBXO5 MYBL2 SMARCC1 KIF11 TGFB1 ODC1 NUP98 TOP1 E2F1 MKI67 CDC27 STMN1 E2F2 PLK4 PRC1 HIRA SQLE KATNA1 CDK4 GSPT1 TPX2 CDC45 AURKA UBE2S TOP2A BARD1 NUSAP1 NOTCH2 E2F3 INCENP TMPO SMC4 CENPE TLE3 MYC BRCA2 CKS2 GINS2 KIF20B CDC7 DBF4 AMD1 SLC38A1 CHAF1A	significant
HALLMARK_KRAS_SIGNALING_UP	3.15120951853121e-06	9.26826328979768e-06	0.627256739718528	-0.3966714908395	-1.94860176743678	154	LAPTM5 LCP1 CTSS LY96 FCER1G MAFB G0S2 CLEC4A CXCL10 CXCR4 IL2RG TLR8 ZNF277 TOR1AIP2 TNFRSF1B CD37 PECAM1 TRIB1 STRN ID2 FUCA1 TSPAN7 CAB39L BPGM KLF4 TMEM176A ITGB2 CBL PSMB8 GPNMB DUSP6 TSPAN13 EMP1 USP12 RETN PLAUR TNFAIP3 INHBA PLEK2 ALDH1A2 ADAMDEC1 RABGAP1L ETS1 HBEGF EREG PTGS2 ZNF639 IL1B PLVAP FBXO4 PPP1R15A C3AR1 IRF8 PRDM1 ENG LAT2 ETV5 LIF IGFBP3 GYPC RELN YRDC EPHB2 ANKH F2RL1 ARG1 SPRY2 MAP3K1 MAP7 PLAU MPZL2 GADD45G EPB41L3 TMEM176B	significant
HALLMARK_IL6_JAK_STAT3_SIGNALING	8.92141764322494e-05	0.000178428352864499	0.538434096309916	-0.446354579312628	-1.95848041955809	77	HMOX1 GRB2 JUN CD44 IL13RA1 CXCL10 IL2RG PTPN11 STAT3 IFNGR1 TNFRSF1B CXCL9 IL1R2 CCR1 CBL IFNAR1 SOCS3 IFNGR2 IL10RB ACVRL1 CSF2RB IL1B TGFB1 IL1R1 PTPN1 CD14 MYD88 TNF LTBR TNFRSF21	significant
HALLMARK_FATTY_ACID_METABOLISM	3.89711043652793e-06	1.08253067681332e-05	0.610526878385931	-0.406259868855408	-1.9592700067568	133	S100A10 HSP90AA1 OSTC ALDOA PSME1 SMS SDHD SERINC1 MIF MDH2 HSD17B11 LDHA UGDH LGALS1 G0S2 UBE2L6 APEX1 ALDH1A1 ECH1 ELOVL5 ACAA2 ACO2 IDI1 HCCS BLVRA CPT2 HMGCS1 IDH3G CBR1 EPHX1 PCBD1 ACSL4 ACSL1 TP53INP2 GLUL GABARAPL1 NBN HADH CRAT ADIPOR2 ERP29 VNN1 HSD17B10 HADHB ODC1 ECHS1 ACAT2	significant
HALLMARK_INTERFERON_GAMMA_RESPONSE	7.77631506473334e-07	2.59210502157778e-06	0.659444398037935	-0.385847853910126	-1.96538340199458	193	CD74 IFI30 TAPBP PSME1 RIPK2 CD86 VAMP8 FGL2 P2RY14 TNFAIP6 IFITM2 NAMPT UBE2L6 HLA-A IL2RB PSMB2 HLA-DRB1 FPR1 HLA-B CXCL10 USP18 SOD2 IRF2 STAT3 GZMA MTHFD2 CXCL9 IFITM3 BATF2 IFIT3 CD69 ICAM1 NFKBIA TXNIP SERPING1 LAP3 BPGM HIF1A VAMP5 IFIT2 ARL4A RSAD2 ADAR SRI PSMB8 SOCS3 B2M TNFAIP3 APOL6 SECTM1 XCL1 PDE4B TOR1B CSF2RB PTGS2 ZNFX1 NMI LY6E PTPN1 PELI1 IRF8 MYD88 NFKB1 EIF2AK2 IFIT1	significant
HALLMARK_IL2_STAT5_SIGNALING	3.09711045681002e-07	1.19119632954232e-06	0.674962860011025	-0.396948557585059	-1.99320181121284	181	CTSZ CAPG PRNP SYNGR2 CD86 SMPDL3A CD48 CD44 FGL2 CKAP4 IL1RL1 SELL IL2RB GLIPR2 BMPR2 CST7 CXCL10 GPR65 MAFF CD81 BATF IFNGR1 CDC6 RRAGD TNFRSF1B IFITM3 IL1R2 TNFRSF9 PRAF2 SPRED2 CDKN1C GSTO1 NCS1 MAPKAPK2 ARL4A BHLHE40 GADD45B HIPK2 IL10 SLC2A3 CD83 EMP1 CDC42SE2 IRF6 AHCY GABARAPL1 GPX4 RABGAP1L XBP1 ALCAM NFIL3 RHOB ODC1 TNFSF11 IRF8 MXD1 HK2 DENND5A CD79B TNFRSF21 PLIN2 AHR P4HA1 LIF FAM126B WLS NT5E PIM1 TLR7 SYT11 BCL2L1 MYC TGM2 SWAP70 IGF2R PNP GBP4 SLC1A5 SLC39A8	significant
HALLMARK_CHOLESTEROL_HOMEOSTASIS	4.41732189593513e-05	9.60287368681549e-05	0.557332238758646	-0.466768599298211	-2.01468809381733	69	CYP51A1 ATF5 ANXA5 CXCL16 S100A11 FBXO6 DHCR7 ETHE1 ALDOC ECH1 PNRC1 SCD IDI1 ACTG1 FABP5 HMGCS1 PLAUR LGALS3 FDFT1 PPARG TMEM97 ATF3 ALCAM NFIL3 ACAT2 SREBF2 ERRFI1 STX5 LGMN PMVK SQLE GUSB CBS LPL FADS2 PDK3 HMGCR	significant
HALLMARK_PROTEIN_SECRETION	7.22393868395549e-06	1.90103649577776e-05	0.610526878385931	-0.446418489532443	-2.02031775340007	91	PPT1 TMED10 CD63 AP3S1 CLTC VAMP3 TMED2 ANP32E ARCN1 LAMP2 COPE ATP1A1 SCRN1 RAB5A SEC24D ARFGAP3 SNX2 VAMP7 VPS4B TMX1 RAB9A MAPK1 ABCA1 CLTA SOD1 AP2B1 ATP7A ARF1 TSG101 GNAS RAB2A AP2M1 NAPA RPS6KA3 YIPF6 LMAN1 AP2S1 ATP6V1H STX12 CLCN3 RAB22A STAM ADAM10 SNAP23 RAB14 ERGIC3 USO1 IGF2R	significant
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	2.14597982046465e-05	4.87722686469239e-05	0.575610261071129	-0.53150788956459	-2.1034017336079	47	PRNP LSP1 PRDX4 HHEX PRDX1 GSR NDUFA6 NDUFB4 TXN TXNRD1 LAMTOR5 SOD2 JUNB MGST1 CAT SOD1 NQO1 GPX4 OXSR1 FTL G6PD GCLM GCLC SRXN1 MBP	significant
HALLMARK_ESTROGEN_RESPONSE_LATE	5.96780199757532e-08	2.48658416565638e-07	0.704975715167238	-0.433257406787457	-2.11587256758218	148	HPRT1 S100A9 ST14 JAK1 SNX10 CD44 UGDH MICB DHCR7 COX6C ABHD2 ZFP36 TOB1 FOS SERPINA1 SLC27A2 ALDH3B1 CDC20 BATF CDC6 DYNLT3 SLC1A4 NRIP1 ELOVL5 NAB2 ID2 AREG FABP5 ARL3 KLF4 IMPA2 RBBP8 AFF1 DCXR OPN3 NXT1 STIL IDH2 TSPAN13 FDFT1 ANXA9 CHPT1 PTGES XBP1 ADD3 PAPSS2 CDH1 OLFM1 RAB31 PLK4 SLC16A1 DUSP2 PDCD4 TOP2A NCOR2 BLVRB MDK TPSAB1 SLC29A1 ITPK1 GINS2 MAPK13 SLC9A3R1 MAPT AMFR SLC24A3 PRSS23 FOXC1 GLA PPIF FKBP4 SLC7A5 TST SIAH2 ST6GALNAC2 KIF20A SORD CD9	significant
HALLMARK_COMPLEMENT	7.33646125916474e-09	3.66823062958237e-08	0.761460801445585	-0.429417176289975	-2.14375915036163	172	S100A12 CTSS GRB2 S100A9 GNAI2 LYN LIPA ANXA5 CTSD HSPA5 PFN1 FCER1G RHOG CALM1 LAMP2 CTSL GNG2 GNB4 PLEK VCPIP1 TIMP2 SERPINA1 SH2B3 MAFF IRF2 ADAM9 GZMA FN1 C1QA GNB2 HSPA1A GZMB PLA2G7 SERPING1 CR1 CEBPB LAP3 PRSS36 WAS DUSP6 GCA GZMK PPP4C PLAUR F5 TNFAIP3 LGALS3 USP14 CTSB MMP15 MSRB1 PRCP GNGT2 FCN1 PIK3CG PDP1 CASP5 CD55 CTSO LRP1 DOCK4 CD59 SERPINB2 APOBEC3G ITGAM APOBEC3F LGMN CASP7 CALM3 CDA PIM1 PRKCD CPM EHD1 PIK3CA SPOCK2 F3 PSEN1 CASP9 CR2 CTSH DUSP5 CD36 KLK1 PPP2CB CXCL1 RAF1 BRPF3	significant
HALLMARK_ANDROGEN_RESPONSE	7.4082362457632e-07	2.59210502157778e-06	0.659444398037935	-0.480075073303595	-2.15215633996559	86	DBI ADRM1 SMS XRCC6 UBE2J1 UBE2I GSR B4GALT1 ABHD2 ACSL3 DNAJB9 SRF SEC24D NKX3-1 ELOVL5 ZMIZ1 STEAP4 SCD IDI1 TMEM50A XRCC5 MYL12A HMGCS1 CENPN SPCS3 ELL2 ELK4 B2M VAPA NCOA4 UAP1 RPS6KA3	significant
HALLMARK_ADIPOGENESIS	2.12403866490424e-09	1.32752416556515e-08	0.774939030136436	-0.434628249573472	-2.16746997790427	174	SDHB UQCR10 ALDOA CHCHD10 ATP1B3 CD302 MDH2 COX6A1 APLP2 DLAT G3BP2 GHITM DHCR7 UQCRC1 CYC1 JAGN1 DHRS7 COX8A NDUFS3 REEP5 TOB1 DNAJB9 PRDX3 BCKDHA ECH1 IFNGR1 CS ALDH2 UBC CMPK1 TKT ACAA2 ACO2 CCNG2 COX7B CPT2 IDH3G CAT ABCA1 ARL4A RTN3 NDUFAB1 PPP1R15B SOD1 COQ3 YWHAG RETN RIOK3 GPX4 GRPEL1 HADH TALDO1 CRAT PPARG ADIPOR2 ACLY BCL6 TANK ORM1 UQCRQ ECHS1 DRAM2 UBQLN1 MRPL15 STOM POR NDUFA5 PLIN2 ACOX1 SCP2 CD151 RNF11 PDCD4 UCK1 RAB34 UQCR11 SLC25A10 PFKFB3 LPCAT3 PHLDB1 NMT1 LPL SORBS1 SLC1A5 PIM3 ARAF PGM1 CDKN2C IDH3A SUCLG1 CD36 COQ5 BCL2L13	significant
HALLMARK_APOPTOSIS	1.36353708284471e-08	6.1978958311123e-08	0.747739663149885	-0.448918846152969	-2.19486348566713	146	PEA15 PPT1 HMOX1 JUN BCL10 DNAJC3 CD44 GSR GNA15 RELA ETF1 VDAC2 DNAJA1 TSPO SOD2 TIMP2 IFNGR1 BTG2 DAP3 IFITM3 BCL2L11 CREBBP CDKN1B BCAP31 CD69 TXNIP HMGB2 RARA FEZ1 BNIP3L BID GADD45B SOD1 ANXA1 EMP1 DFFA LGALS3 PMAIP1 BRCA1 GPX4 IER3 MCL1 ATF3 PPP3R1 EREG IL1B RHOB CD14 XIAP TNF PAK1 PRF1 CTH GPX1 DDIT3 DAP SQSTM1 CASP7 PDCD4 GSN TOP2A HSPB1 ERBB3 BCL2L1 PSEN1 ANKH APP IGF2R F2R CASP9	significant
